item,item_transitivity,gesturer,subject,sentence,verb,sentence_transitivity
push-toy-in-box-TR,1,np,13,A rabbit sticking its head out of a hole.,stick,1.0
toy-appear-in-box-IN,0,cm,13,Bird sticking its head up.,stick,1.0
toy-appear-in-box-IN,0,np,13,Rabbit sticking its head out of a hole.,stick,1.0
toy-appear-in-box-IN,0,cs,13,Animal sticking its head out of a hole.,stick,1.0
dip-finger-in-jar-TR,1,rv,0,He stuck his pinky-finger in the cake batter.,stick,1.0
dip-finger-in-jar-TR,1,cs,70,A person sticks a finger into a jar to scoop up some matter.,"stick,scoop",1.0
bread-spin-IN,0,cm,0,He sticks his finger in the cake batter and stirs it.,"stick,stir",1.0
dip-finger-in-jar-TR,1,cm,14,A finger is stuck into and object and swirled around.,"stick,swirl",1.0
march-IN,0,ho,44,An animal is stomping down the road.,stimp,0.0
bread-spin-IN,0,cm,8,A person is stirring a drink.,stir,1.0
dip-finger-in-jar-TR,1,ip,4,She stirred the lotion.,stir,1.0
bread-spin-IN,0,cm,67,A person stirs their coffee.,stir,1.0
dip-finger-in-jar-TR,1,ip,41,A person is stirring a coffee.,stir,1.0
spin-bread-TR,1,np,41,A person is stirring a pot.,stir,1.0
dip-finger-in-jar-TR,1,ip,42,A pot of soup is stirred.,stir,1.0
cut-bread-TR,1,ip,23,A person is stirring the pot.,stir,1.0
spin-bread-TR,1,ip,91,A person is stirring a pot.,stir,1.0
dip-finger-in-jar-TR,1,ip,91,A person is stirring soup.,stir,1.0
dip-finger-in-jar-TR,1,np,69,The man is showing how to stir with his pinky finger.,stir,0.0
shake-shaker-TR,1,cs,67,A person is stirring up the contents of a bottle by shaking it.,"stir,shake",1.0
spin-bread-TR,1,ip,41,A person stirring or spinning an object,"stir,spin",1.0
door-microwave-close-IN,0,ip,91,A person is stocking a shelf.,stock,1.0
pour-bottle-caps-TR,1,np,16,A person is stomping grapes.,stomp,1.0
poster-roll-up-IN,0,ip,70,A rolling object is stopped by an obstacle.,stop,1.0
approach-coatrack-IN,0,ho,70,A crawling object is stopped by a partition.,stop,1.0
break-stick-TR,1,ip,78,The person is stopping a motorcycle.,stop,1.0
hanger-swing-IN,0,ip,41,An object is being stopped by  another object.,stop,1.0
close-microwave-door-TR,1,rv,91,A person is stopping a car.,stop,1.0
plug-in-TR,1,rv,70,A moving object is stopped and caught by a vertical obstruction.,"stop,catch",1.0
close-microwave-door-TR,1,rv,23,Person stopping what they are doing,"stop,do",0.5
poster-roll-up-IN,0,rv,15,A wild animal suddenly stops in shock then sprints away.,"stop,sprint",0.0
reorient-pole-TR,1,np,70,A sideways object is straightened.,straighten,1.0
hanger-swing-IN,0,rv,15,A person straightens a crooked picture on a wall.,straighten,1.0
turn-fan-TR,1,cm,39,A person is straightening something on a shelf.,straighten,1.0
adjust-picture-TR,1,ho,39,A person straightens a picture on the wall.,straighten,1.0
picture-shift-IN,0,np,41,A person is straightening a picture on the wall.,straighten,1.0
pull-out-measuring-tape-TR,1,rv,26,Stretching a mound of clay.,stretch,1.0
pull-out-measuring-tape-TR,1,cs,12,A person stretcches a rubberband,stretch,1.0
taughten-string-TR,1,cm,25,A person is stretching out a string.,stretch,1.0
ball-roll-IN,0,cs,5,The person is stretching some dough.,stretch,1.0
tear-paper-TR,1,rv,59,A person is stretching out an item diagonally.,stretch,1.0
taughten-string-TR,1,rv,59,A person stretched out an object.,stretch,1.0
measure-book-TR,1,np,81,STRETCHING SOMETHING,stretch,1.0
taughten-string-TR,1,np,74,A person is stretching out a towel.,stretch,1.0
pull-out-measuring-tape-TR,1,cs,74,A person is stretching something like a rubber band.,stretch,1.0
taughten-string-TR,1,cm,67,A person is stretching out a huge pair of underpants.,stretch,1.0
pull-out-measuring-tape-TR,1,ip,18,Someone is stretching something out.,stretch,1.0
taughten-string-TR,1,cs,14,A thin object is being stretched out.,stretch,1.0
pull-out-measuring-tape-TR,1,ho,14,A small object is stretched outward and slightly upward.,stretch,1.0
bowl-break-IN,0,ho,36,An object stretched apart,stretch,0.0
taughten-string-TR,1,ho,36,An object is stretched out,stretch,1.0
taughten-string-TR,1,cs,36,An object is stretched out,stretch,1.0
bowl-break-IN,0,cs,36,An object is stretched out,stretch,1.0
measure-book-TR,1,ip,42,Rope is stretched out over a jar.,stretch,1.0
roll-out-TR,1,cs,42,Dough is stretched out on the table.,stretch,1.0
pull-out-measuring-tape-TR,1,ip,71,A seamstress stretches out fabric.,stretch,1.0
pull-out-measuring-tape-TR,1,ip,23,A person stretching an object out,stretch,1.0
pull-out-measuring-tape-TR,1,np,80,An object is being stretched.,stretch,1.0
measure-book-TR,1,rv,14,A string-like object is stretched apart and then attached beneath.,"stretch,attach",1.0
break-stick-TR,1,np,54,stretching and bendimg,"stretch,bend",0.0
break-stick-TR,1,ho,59,"A person is stretching an object out, then bending it in half.","stretch,bend",1.0
break-stick-TR,1,ho,14,An object is stretched twice and then bent at the middle.,"stretch,bend",1.0
break-stick-TR,1,np,36,An object is stretched out and bent,"stretch,bend",1.0
break-stick-TR,1,ho,44,A person is stretching out an object then breaking it.,"stretch,break",1.0
pull-out-measuring-tape-TR,1,cs,36,"An elastic object is stretched and breaks, then is dropped","stretch,break,drop",1.0
pull-out-measuring-tape-TR,1,rv,41,A string was stretched and then dropped.,"stretch,drop",1.0
measure-book-TR,1,ip,14,"A thin object is stretched apart, lifted over an object and tied around it.","stretch,lift,tie",1.0
reorient-pole-TR,1,rv,44,A person is stretching out an object and placing it down.,"stretch,place",1.0
pull-out-measuring-tape-TR,1,rv,36,An object is stretched out and released,"stretch,release",1.0
measure-book-TR,1,ip,6,"stretching an object out, rolling it over, then closing it","stretch,roll,close",1.0
taughten-string-TR,1,np,36,An object stretched out and snapped to check for strength,"stretch,snap",1.0
measure-book-TR,1,ip,36,A rope is stretched out and tied around an object,"stretch,tie",1.0
reorient-pole-TR,1,rv,36,An elastic object is stretch and turned over,"stretch,turn",1.0
measure-book-TR,1,np,71,A man stretches out dental floss and uses it to cut a cake in half.,"stretch,use,cut",1.0
measure-book-TR,1,np,14,A ribbon-like object is stretched out and wrapped around something circular.,"stretch,wrap",1.0
ball-hit-waterbottle-TR,1,np,26,Lightning striking a house.,strike,1.0
hit-balloon-TR,1,ho,12,A volleyball player strikes the volleyball,strike,1.0
cut-bread-TR,1,np,12,A billiard ball is struck with a cue,strike,1.0
hit-bottle-with-ball-TR,1,rv,12,A volleyball is struck,strike,1.0
hit-balloon-TR,1,ip,12,A golf ball is struck with a club,strike,1.0
hit-balloon-TR,1,np,12,A baseball bat strikes a ball,strike,1.0
cut-bread-TR,1,cm,16,A man is slicing bread.,strike,1.0
pop-balloon-TR,1,ip,70,An object in the air strikes down at a second object below.,strike,0.0
hit-balloon-TR,1,ip,70,A person strikes a ball.,strike,1.0
approach-coatrack-IN,0,np,67,A snake is getting ready to strike.,strike,0.0
hammer-nail-TR,1,np,18,Someone is hammering a nail.,strike,1.0
light-candle-TR,1,ho,42,A person strikes a lighter.,strike,1.0
hit-bottle-with-ball-TR,1,cs,13,Striking an object with blunt force.,strike,1.0
hit-balloon-TR,1,cm,0,He has struck the end of an abacus.,strike,1.0
pop-balloon-TR,1,cm,42,A missile strikes and explodes.,"strike,explode",0.0
ball-hit-waterbottle-TR,1,cs,70,An object strikes a stationary object that propels the second object sideways.,"strike,propel",1.0
hit-balloon-TR,1,cm,12,A billiard ball strikes another ball,"strike,spin",1.0
spin-bread-TR,1,ip,42,A top is struck and spun.,"strike,spin",1.0
picture-shift-IN,0,ip,71,A woman strokes a baby's back.,stroke,1.0
book-fall-over-IN,0,np,14,A tubular object is stroked up and down and then turned on its side.,"stroke,turn",1.0
march-IN,0,ip,15,A person takes a stroll along a path.,stroll,0.0
hit-bottle-with-ball-TR,1,ho,79,A pillow was stuffed into a pillowcase.,stuff,1.0
roll-out-TR,1,cs,44,A person is stuffing something in a drawer.,stuff,1.0
racecar-into-box-IN,0,cm,71,A man stuffing a turkey.,stuff,1.0
toy-appear-in-box-IN,0,ho,12,Someone submerges their head under water,submerge,1.0
tape-measurer-bend-half-IN,0,ho,78,The person is supporting a ladder which falls over.,"support,fall",0.5
tape-measurer-bend-half-IN,0,np,14,An object is supported from the bottom as it falls to the left and swoops forward.,"support,fall,swoop",0.3333333333
push-toy-in-box-TR,1,rv,70,A person suppresses an urge.,suppress,1.0
push-toy-in-box-TR,1,ip,70,An uprising is suppressed.,suppress,1.0
hanger-swing-IN,0,np,26,A person surfing on a board.,surf,0.0
paper-airplane-land-IN,0,rv,12,A surfer surfs,surf,0.0
hanger-swing-IN,0,np,18,Someone is surfing.,surf,0.0
paper-airplane-land-IN,0,rv,91,A person is surfing.,surf,0.0
pour-bottle-caps-TR,1,cs,41,A person is surprised by the contents of a drink.,surprise,1.0
pop-balloon-TR,1,ip,41,An object is surprising a person.,surprise,1.0
shaving-cream-spray-IN,0,cs,23,A person surprised another person.,surprise,1.0
light-turn-on-IN,0,cm,41,A person is surprised about something appearing in the air.,"surprise,appear",0.5
tower-fall-IN,0,ip,41,An object was surprised and then crashed.,"surprise,crash",0.5
dip-finger-in-jar-TR,1,cm,41,A person is surprised by the mess they found.,"surprise,find",1.0
bowl-break-IN,0,ip,23,A person was surprised by something that jumped out of a box.,"surprise,jump",0.5
march-IN,0,rv,15,A happy and confident person swaggers along.,swagger,0.0
hit-balloon-TR,1,ho,16,A woman swats a volleyball.,swat,1.0
hit-balloon-TR,1,cm,16,A man is swatting a ball away.,swat,1.0
hit-balloon-TR,1,np,42,A fly is swatted away.,swat,1.0
knock-over-tower-TR,1,ip,70,A person swats at a living object that runs away and becomes motionless.,"swat,run,become",0.0
picture-shift-IN,0,ip,26,A tree banch sways in the wind.,sway,0.0
hanger-swing-IN,0,ho,12,A clotheshanger sways in the wind,sway,0.0
picture-shift-IN,0,cm,84,A ship sways on waves in the ocean,sway,0.0
hanger-swing-IN,0,cm,84,A chandelier is swaying back and forth,sway,0.0
balloon-deflate-IN,0,ho,15,A big tulip sways in the wind.,sway,0.0
picture-shift-IN,0,cm,15,A boat sways in turbulent waters.,sway,0.0
hanger-swing-IN,0,cm,15,A leaf sways in midair in the wind.,sway,0.0
picture-shift-IN,0,cm,41,An object is swaying back and forth.,sway,0.0
door-microwave-close-IN,0,cs,91,A person is sweating.,sweat,0.0
roll-out-TR,1,cm,78,The person is sweeping away debris.,sweep,1.0
roll-out-TR,1,rv,78,The person is sweeping dust away.,sweep,1.0
tower-fall-IN,0,cm,71,A man sweeps something off of a desk.,sweep,1.0
tower-fall-IN,0,cs,4,She swerved out of the way.,swerve,0.0
close-microwave-door-TR,1,rv,84,An object swerves around another one,swerve,0.0
door-microwave-close-IN,0,ho,12,A fish swims through the water.,swim,0.0
car-pass-tower-IN,0,cs,12,A shark swims across the pond,swim,0.0
car-pass-tower-IN,0,ho,12,A fish swimgs along the water,swim,0.0
car-pass-tower-IN,0,ho,16,A fish swims along the waterline.,swim,0.0
car-pass-tower-IN,0,cs,15,A shark swims straight in water.,swim,0.0
door-microwave-close-IN,0,ho,67,A fish swims by.,swim,0.0
car-pass-tower-IN,0,ho,44,A fish is swimming away.,swim,0.0
poster-roll-up-IN,0,cs,39,An octopus swims away from a predator.,swim,0.0
door-microwave-close-IN,0,ho,41,A person is swimming through the water.,swim,0.0
poster-roll-up-IN,0,cs,42,A squid swims away.,swim,0.0
car-pass-tower-IN,0,ho,42,Fishes swim along in the sea.,swim,0.0
hanger-swing-IN,0,ho,71,A seahorse is swimming.,swim,0.0
fizzle-down-IN,0,np,80,A jellyfish is swimming down.,swim,0.0
car-pass-tower-IN,0,ho,80,A fish swims by something.,swim,0.0
toy-crawl-IN,0,np,80,An animal is swimming.,swim,0.0
roll-out-TR,1,np,91,A person is swimming.,swim,0.0
measure-book-TR,1,cm,91,A person is swimming.,swim,0.0
hanger-swing-IN,0,rv,93,An object is swinging side to side,swing,0.0
hanger-swing-IN,0,ip,26,Object swinging around in the air.,swing,0.0
hanger-swing-IN,0,ho,26,A hook swinging around.,swing,0.0
picture-shift-IN,0,cm,26,Object swinging back and forth.,swing,0.0
door-microwave-close-IN,0,ho,79,A door was swinging in the wind.,swing,0.0
hanger-swing-IN,0,np,12,A swing swings,swing,0.0
door-microwave-close-IN,0,cm,12,A door swings back and forth.,swing,0.0
door-microwave-close-IN,0,cs,12,A door swings back and forth,swing,0.0
door-microwave-close-IN,0,rv,12,"A door swings open, then shut",swing,0.0
picture-shift-IN,0,rv,12,A swing swings from a tree,swing,0.0
hanger-swing-IN,0,rv,12,A hammock swings,swing,0.0
door-microwave-close-IN,0,cm,6,a door swinging open and shut,swing,0.0
picture-shift-IN,0,rv,16,A porch swing swings back and forth.,swing,0.0
picture-shift-IN,0,cm,16,A man swings something from side to side.,swing,1.0
hanger-swing-IN,0,np,8,A person is swinging.,swing,0.0
picture-shift-IN,0,cm,60,The person is swinging a child on a playset.,swing,1.0
picture-shift-IN,0,cm,4,He is swinging the object back and forth.,swing,1.0
hanger-swing-IN,0,np,4,He was swinging on the swing.,swing,0.0
door-microwave-close-IN,0,cm,4,He swung the door back and forth.,swing,1.0
hanger-swing-IN,0,ho,70,An object on a hook swings back and forth.,swing,0.0
picture-shift-IN,0,rv,70,A hanging object swings back and forth.,swing,0.0
hanger-swing-IN,0,np,70,A person is swinging a tote bag.,swing,1.0
door-microwave-close-IN,0,cs,84,Something swings in the wind,swing,0.0
ball-hit-waterbottle-TR,1,rv,84,An object swinging into another,swing,0.0
door-microwave-close-IN,0,cm,78,A door is swinging shut and back open.,swing,0.0
door-microwave-close-IN,0,cm,67,A door swings back and forth.,swing,0.0
picture-shift-IN,0,rv,18,Something is swinging from side to side.,swing,0.0
picture-shift-IN,0,cm,18,Something is swinging back and forth.,swing,0.0
picture-shift-IN,0,cm,95,An object swings back and forth.,swing,0.0
hanger-swing-IN,0,ip,44,An object is swinging in the air.,swing,0.0
picture-shift-IN,0,rv,44,A person is swinging on a swing.,swing,0.0
hanger-swing-IN,0,np,44,A person is swinging on a swing.,swing,0.0
picture-shift-IN,0,cm,44,A person is swinging.,swing,0.0
racecar-into-box-IN,0,np,44,A person is swinging an object at a wall.,swing,1.0
hanger-swing-IN,0,cm,44,A person is swinging on a swing.,swing,0.0
door-microwave-close-IN,0,rv,39,A door swings open and shut.,swing,0.0
hanger-swing-IN,0,cm,14,A hanging object is swung to and fro three times.,swing,1.0
picture-shift-IN,0,rv,36,An object is swinging,swing,0.0
picture-shift-IN,0,cm,36,An object is swinging back and forth,swing,0.0
picture-shift-IN,0,ip,36,An object swings back and forth,swing,0.0
hanger-swing-IN,0,rv,36,An object swings back and forth,swing,0.0
hanger-swing-IN,0,np,41,A person is swinging around.,swing,0.0
picture-shift-IN,0,ip,41,A person swinging,swing,0.0
hanger-swing-IN,0,cm,41,An object swing,swing,0.0
picture-shift-IN,0,rv,41,A person is swinging in a tree.,swing,0.0
door-microwave-close-IN,0,cm,41,The door is swinging open and closed.,swing,0.0
hanger-swing-IN,0,ho,41,A monkey is swinging from a tree branch.,swing,0.0
door-microwave-close-IN,0,cs,42,A gate swings in the wind.,swing,0.0
picture-shift-IN,0,cm,71,A baby is swinging.,swing,0.0
coatrack-approach-IN,0,cs,71,A door swings shut.,swing,0.0
hanger-swing-IN,0,np,13,Swinging on a swing set from side to side.,swing,0.0
hanger-swing-IN,0,rv,23,A picture frame swinging on the wall,swing,0.0
hanger-swing-IN,0,np,91,A person is swinging on a swing.,swing,0.0
door-microwave-close-IN,0,rv,36,A door swing opens and closes again,"swing,close",0.0
ball-hit-waterbottle-TR,1,cm,70,An object swings into a stationary object which then falls down.,"swing,fall",0.0
knock-over-tower-TR,1,cs,26,A car swiping by.,swipe,0.0
hit-balloon-TR,1,rv,26,Person swiping things off a table.,swipe,1.0
shaving-cream-spray-IN,0,np,16,A person is swiping loose change into his hand.,swipe,1.0
dip-finger-in-jar-TR,1,rv,16,A man is swiping out the top of a peanut butter jar.,swipe,1.0
dip-finger-in-jar-TR,1,ho,16,A woman is swiping out the top of a peanut butter jar with her pinkie.,swipe,0.0
shaving-cream-spray-IN,0,np,82,The person is swiping a card on a card reader.,swipe,1.0
hit-bottle-with-ball-TR,1,rv,71,He swipes a ball off the table.,swipe,1.0
whirly-gig-drop-IN,0,rv,16,Water swirls down the drain.,swirl,0.0
ball-roll-IN,0,cm,16,Something is swirling along in the air.,swirl,0.0
bread-spin-IN,0,rv,16,Something is swirling.,swirl,0.0
whirly-gig-drop-IN,0,cm,15,Water swirls down a long drain.,swirl,0.0
hanger-swing-IN,0,cs,44,A feather is swirling through the sky.,swirl,0.0
bread-spin-IN,0,np,13,An object swirls around a drain.,swirl,0.0
put-cup-on-coaster-TR,1,ho,79,Someone switched gears in a car.,switch,1.0
knock-over-tower-TR,1,ho,41,A person is switching one object to another.,switch,1.0
paper-airplane-land-IN,0,cm,18,A bird is swooping down.,swoop,0.0
paper-airplane-land-IN,0,np,42,A bird swoops down out of the sky.,swoop,0.0
car-pass-tower-IN,0,ip,42,A bird swoops down across the ground.,swoop,0.0
paper-airplane-land-IN,0,rv,42,A hawk swoops down.,swoop,0.0
paper-airplane-land-IN,0,cm,42,A bird swoops down out of the sky.,swoop,0.0
paper-airplane-land-IN,0,cs,71,A bird swoops down low to the ground.,swoop,0.0
paper-airplane-land-IN,0,rv,70,An object swoops down and then glides horizontally.,"swoop,glide",0.0
paper-airplane-land-IN,0,ho,14,A flying object swoops downward and lands on a flat surface.,"swoop,land",0.0
